bullet,3,3,3,5.5,0
bullet,3,3,-3,5.5,0
bullet,3,6,3,5.5,0
bullet,3,9,4,5.5,0
bullet,3,12,2,5.5,0
bullet,4,5,2,5.5,0
bullet,4,15,-2,5.5,0
bullet,4,25,5,5.5,0
bullet,4,35,-5,5.5,0
bullet,4,45,1,5.5,0
bullet,4,55,-1,5.5,0
bullet,5,3,-3,5.5,0
bullet,5,13,3,5.5,0
bullet,5,23,-8,5.5,0
bullet,5,33,8,5.5,0
bullet,5,43,7,5.5,0
bullet,5,53,-7,5.5,0
boss,1,70,0,3,0
enemy,1,2,3,5.8,0
enemy,1,7,-1,5.8,0
enemy,1,12,4,5.8,0
enemy,1,17,-1,5.8,0
enemy,1,22,5,5.8,0
enemy,1,27,9,5.8,0
enemy,1,32,-2,5.8,0
enemy,1,37,6,5.8,0
enemy,1,42,-5,5.8,0
enemy,1,47,3,5.8,0
enemy,1,52,-5,5.8,0
enemy,1,57,8,5.8,0
enemy,2,2,-2,4,0
enemy,2,4,-2,4,0
enemy,2,8,4,4,0
enemy,2,12,-6,4,0
enemy,2,16,-2,4,0
enemy,2,20,2,4,0
enemy,2,24,6,4,0
enemy,2,28,-4,4,0
enemy,2,32,0,4,0
enemy,2,36,4,4,0
enemy,2,40,-6,4,0
enemy,2,44,-2,4,0
enemy,2,48,2,4,0
enemy,2,52,6,4,0
enemy,2,56,-4,4,0
enemy,2,60,0,4,0
enemy,3,10,2,4.6,0
enemy,3,10,-2,4.6,0
enemy,3,15,0,4.3,0
enemy,3,20,6,4.6,0
enemy,3,20,-6,4.6,0
enemy,3,30,1,4.3,0
enemy,3,30,-1,4.3,0
enemy,3,40,-5,4.6,0
enemy,3,40,5,4.6,0
enemy,3,50,0,4.6,0
enemy,3,60,-7,4.6,0
enemy,3,60,7,4.6,0